,document,topic0,topic1,topic2
142,34|22,0.1658291457286432,0.1658291457286432,0.6683417085427136
143,34|43,0.11036789297658862,0.11036789297658862,0.7792642140468227
144,34|78,0.8677354709418837,0.06613226452905811,0.06613226452905811
145,35|7,0.1658291457286432,0.1658291457286432,0.6683417085427136
146,35|12,0.1658291457286432,0.1658291457286432,0.6683417085427136
147,35|31,0.7792642140468227,0.11036789297658862,0.11036789297658862
148,35|49,0.1658291457286432,0.1658291457286432,0.6683417085427136
149,35|64,0.7792642140468227,0.11036789297658862,0.11036789297658862
150,35|78,0.6683417085427136,0.1658291457286432,0.1658291457286432
151,36|25,0.1658291457286432,0.6683417085427136,0.1658291457286432
152,36|31,0.7228714524207012,0.22203672787979967,0.05509181969949917
153,36|34,0.6683417085427136,0.1658291457286432,0.1658291457286432
154,36|47,0.1658291457286432,0.1658291457286432,0.6683417085427136
155,36|60,0.08270676691729323,0.3333333333333333,0.5839598997493735
156,36|78,0.1658291457286432,0.6683417085427136,0.1658291457286432
157,36|92,0.11036789297658862,0.44481605351170567,0.44481605351170567
158,37|7,0.1658291457286432,0.1658291457286432,0.6683417085427136
159,37|9,0.11036789297658862,0.11036789297658862,0.7792642140468227
160,37|16,0.1109257714762302,0.5279399499582986,0.3611342785654712
161,37|25,0.44481605351170567,0.11036789297658862,0.44481605351170567
162,37|26,0.7781484570475397,0.1109257714762302,0.1109257714762302
163,37|27,0.04130162703379224,0.16645807259073842,0.7922403003754693
164,37|28,0.6683417085427136,0.1658291457286432,0.1658291457286432
165,37|35,0.08270676691729323,0.8345864661654135,0.08270676691729323
166,37|47,0.1658291457286432,0.6683417085427136,0.1658291457286432
167,37|49,0.6683417085427136,0.1658291457286432,0.1658291457286432
168,37|58,0.6683417085427136,0.1658291457286432,0.1658291457286432
169,37|59,0.11036789297658862,0.44481605351170567,0.44481605351170567
170,37|73,0.6683417085427136,0.1658291457286432,0.1658291457286432
171,37|74,0.1658291457286432,0.6683417085427136,0.1658291457286432
172,37|78,0.1658291457286432,0.6683417085427136,0.1658291457286432
173,37|92,0.22203672787979967,0.05509181969949917,0.7228714524207012
174,37|93,0.4445371142618849,0.4445371142618849,0.1109257714762302
175,38|3,0.44481605351170567,0.11036789297658862,0.44481605351170567
176,38|6,0.8898163606010017,0.05509181969949917,0.05509181969949917
177,38|7,0.6683417085427136,0.1658291457286432,0.1658291457286432
178,38|9,0.38898163606010017,0.05509181969949917,0.5559265442404007
179,38|10,0.7792642140468227,0.11036789297658862,0.11036789297658862
180,38|27,0.7792642140468227,0.11036789297658862,0.11036789297658862
181,38|28,0.1658291457286432,0.6683417085427136,0.1658291457286432
182,38|34,0.1658291457286432,0.1658291457286432,0.6683417085427136
183,38|35,0.08270676691729323,0.5839598997493735,0.3333333333333333
184,38|36,0.1658291457286432,0.1658291457286432,0.6683417085427136
185,38|39,0.1658291457286432,0.1658291457286432,0.6683417085427136
186,38|40,0.7792642140468227,0.11036789297658862,0.11036789297658862
187,38|48,0.04130162703379224,0.9173967459324155,0.04130162703379224
188,38|49,0.592880978865406,0.14794215795328142,0.25917686318131256
189,38|58,0.7228714524207012,0.05509181969949917,0.22203672787979967
190,38|79,0.6683417085427136,0.1658291457286432,0.1658291457286432
191,38|93,0.25917686318131256,0.592880978865406,0.14794215795328142
192,38|94,0.04721030042918455,0.3333333333333333,0.6194563662374821
193,39|7,0.1658291457286432,0.1658291457286432,0.6683417085427136
194,39|22,0.1658291457286432,0.6683417085427136,0.1658291457286432
195,39|23,0.03670745272525028,0.03670745272525028,0.9265850945494994
196,39|28,0.6683417085427136,0.1658291457286432,0.1658291457286432
197,39|34,0.08270676691729323,0.8345864661654135,0.08270676691729323
198,39|36,0.08270676691729323,0.3333333333333333,0.5839598997493735
199,39|37,0.1658291457286432,0.1658291457286432,0.6683417085427136
200,39|46,0.1658291457286432,0.1658291457286432,0.6683417085427136
201,39|48,0.08270676691729323,0.8345864661654135,0.08270676691729323
202,39|49,0.1658291457286432,0.1658291457286432,0.6683417085427136
203,39|58,0.1658291457286432,0.6683417085427136,0.1658291457286432
204,39|100,0.6683417085427136,0.1658291457286432,0.1658291457286432
205,40|7,0.030027297543221112,0.848953594176524,0.12101910828025478
206,40|30,0.1658291457286432,0.6683417085427136,0.1658291457286432
207,40|31,0.6683417085427136,0.1658291457286432,0.1658291457286432
208,40|32,0.2665330661322645,0.6673346693386774,0.06613226452905811
209,40|34,0.8722093918398768,0.10238645111624327,0.025404157043879907
210,40|35,0.30950679056468905,0.23802716225875625,0.4524660471765547
211,40|36,0.04130162703379224,0.04130162703379224,0.9173967459324155
212,40|38,0.11036789297658862,0.7792642140468227,0.11036789297658862
213,40|42,0.6683417085427136,0.1658291457286432,0.1658291457286432
214,40|58,0.6669699727024567,0.030027297543221112,0.30300272975432213
215,40|59,0.5839598997493735,0.08270676691729323,0.3333333333333333
216,40|73,0.1658291457286432,0.6683417085427136,0.1658291457286432
217,40|82,0.7792642140468227,0.11036789297658862,0.11036789297658862
218,40|95,0.1658291457286432,0.1658291457286432,0.6683417085427136
219,40|96,0.1658291457286432,0.1658291457286432,0.6683417085427136
220,40|100,0.06613226452905811,0.06613226452905811,0.8677354709418837
221,41|7,0.4669338677354709,0.4669338677354709,0.06613226452905811
222,41|19,0.1658291457286432,0.6683417085427136,0.1658291457286432
223,41|31,0.44481605351170567,0.11036789297658862,0.44481605351170567
224,41|32,0.1658291457286432,0.1658291457286432,0.6683417085427136
225,41|33,0.03670745272525028,0.592880978865406,0.3704115684093437
226,41|34,0.38098641887062185,0.5239456754824875,0.09506790564689065
227,41|35,0.025404157043879907,0.9491916859122401,0.025404157043879907
228,41|36,0.944954128440367,0.027522935779816515,0.027522935779816515
229,41|37,0.8345864661654135,0.08270676691729323,0.08270676691729323
230,41|39,0.1658291457286432,0.1658291457286432,0.6683417085427136
231,41|41,0.1658291457286432,0.1658291457286432,0.6683417085427136
232,41|42,0.3704115684093437,0.03670745272525028,0.592880978865406
233,41|43,0.1658291457286432,0.1658291457286432,0.6683417085427136
234,41|44,0.6683417085427136,0.1658291457286432,0.1658291457286432
235,41|45,0.1658291457286432,0.1658291457286432,0.6683417085427136
236,41|51,0.3333333333333333,0.3333333333333333,0.3333333333333333
237,41|58,0.11036789297658862,0.44481605351170567,0.44481605351170567
238,41|73,0.05509181969949917,0.05509181969949917,0.8898163606010017
239,41|81,0.1658291457286432,0.1658291457286432,0.6683417085427136
240,41|82,0.6683417085427136,0.1658291457286432,0.1658291457286432
241,42|7,0.1658291457286432,0.1658291457286432,0.6683417085427136
242,42|14,0.1658291457286432,0.6683417085427136,0.1658291457286432
243,42|30,0.1658291457286432,0.6683417085427136,0.1658291457286432
244,42|32,0.6683417085427136,0.1658291457286432,0.1658291457286432
245,42|33,0.48498635122838946,0.030027297543221112,0.48498635122838946
246,42|34,0.022014676450967312,0.6891260840560374,0.28885923949299536
247,42|35,0.7383845604002859,0.23802716225875625,0.02358827734095783
248,42|36,0.1109257714762302,0.6113427856547122,0.27773144286905754
249,42|37,0.04721030042918455,0.04721030042918455,0.9055793991416309
250,42|46,0.11036789297658862,0.7792642140468227,0.11036789297658862
251,42|47,0.8677354709418837,0.06613226452905811,0.06613226452905811
252,42|81,0.6683417085427136,0.1658291457286432,0.1658291457286432
253,42|82,0.1658291457286432,0.1658291457286432,0.6683417085427136
254,42|103,0.6683417085427136,0.1658291457286432,0.1658291457286432
255,42|134,0.1658291457286432,0.6683417085427136,0.1658291457286432
256,42|135,0.6683417085427136,0.1658291457286432,0.1658291457286432
257,43|12,0.1658291457286432,0.6683417085427136,0.1658291457286432
258,43|13,0.6683417085427136,0.1658291457286432,0.1658291457286432
259,43|32,0.11036789297658862,0.7792642140468227,0.11036789297658862
260,43|33,0.06613226452905811,0.8677354709418837,0.06613226452905811
261,43|34,0.022014676450967312,0.6224149432955304,0.35557038025350235
262,43|35,0.15543695797198132,0.8225483655770514,0.022014676450967312
263,43|36,0.5839598997493735,0.3333333333333333,0.08270676691729323
264,43|37,0.11036789297658862,0.44481605351170567,0.44481605351170567
265,43|42,0.1658291457286432,0.1658291457286432,0.6683417085427136
266,43|46,0.6683417085427136,0.1658291457286432,0.1658291457286432
267,43|47,0.8722093918398768,0.10238645111624327,0.025404157043879907
268,43|48,0.1658291457286432,0.1658291457286432,0.6683417085427136
269,43|52,0.1658291457286432,0.1658291457286432,0.6683417085427136
270,43|56,0.1658291457286432,0.6683417085427136,0.1658291457286432
271,43|65,0.16645807259073842,0.6670838548185232,0.16645807259073842
272,43|81,0.1658291457286432,0.6683417085427136,0.1658291457286432
273,43|90,0.6683417085427136,0.1658291457286432,0.1658291457286432
274,43|91,0.08270676691729323,0.08270676691729323,0.8345864661654135
275,43|92,0.1658291457286432,0.6683417085427136,0.1658291457286432
276,43|106,0.1658291457286432,0.1658291457286432,0.6683417085427136
277,43|113,0.6683417085427136,0.1658291457286432,0.1658291457286432
278,43|116,0.1658291457286432,0.6683417085427136,0.1658291457286432
279,43|137,0.1658291457286432,0.1658291457286432,0.6683417085427136
280,43|138,0.11036789297658862,0.11036789297658862,0.7792642140468227
281,44|6,0.1658291457286432,0.1658291457286432,0.6683417085427136
282,44|7,0.6683417085427136,0.1658291457286432,0.1658291457286432
283,44|12,0.1658291457286432,0.6683417085427136,0.1658291457286432
284,44|13,0.11036789297658862,0.7792642140468227,0.11036789297658862
285,44|32,0.6683417085427136,0.1658291457286432,0.1658291457286432
286,44|33,0.6683417085427136,0.1658291457286432,0.1658291457286432
287,44|34,0.08270676691729323,0.8345864661654135,0.08270676691729323
288,44|36,0.1658291457286432,0.6683417085427136,0.1658291457286432
289,44|37,0.1658291457286432,0.1658291457286432,0.6683417085427136
290,44|39,0.11036789297658862,0.11036789297658862,0.7792642140468227
291,44|47,0.4669338677354709,0.4669338677354709,0.06613226452905811
292,44|48,0.1658291457286432,0.6683417085427136,0.1658291457286432
293,44|50,0.1658291457286432,0.6683417085427136,0.1658291457286432
294,44|53,0.1658291457286432,0.1658291457286432,0.6683417085427136
295,44|54,0.1658291457286432,0.6683417085427136,0.1658291457286432
296,44|56,0.1658291457286432,0.1658291457286432,0.6683417085427136
297,44|69,0.1658291457286432,0.1658291457286432,0.6683417085427136
298,44|73,0.11036789297658862,0.11036789297658862,0.7792642140468227
299,44|92,0.04130162703379224,0.541927409261577,0.4167709637046308
300,44|107,0.027522935779816515,0.944954128440367,0.027522935779816515
301,44|108,0.1658291457286432,0.1658291457286432,0.6683417085427136
302,44|113,0.1658291457286432,0.6683417085427136,0.1658291457286432
303,44|114,0.1658291457286432,0.6683417085427136,0.1658291457286432
304,44|116,0.1658291457286432,0.6683417085427136,0.1658291457286432
305,44|120,0.1658291457286432,0.1658291457286432,0.6683417085427136
306,44|139,0.1658291457286432,0.6683417085427136,0.1658291457286432
307,44|140,0.1658291457286432,0.1658291457286432,0.6683417085427136
308,44|141,0.1658291457286432,0.1658291457286432,0.6683417085427136
309,45|2,0.08270676691729323,0.8345864661654135,0.08270676691729323
310,45|5,0.1658291457286432,0.1658291457286432,0.6683417085427136
311,45|6,0.06613226452905811,0.06613226452905811,0.8677354709418837
312,45|7,0.06613226452905811,0.8677354709418837,0.06613226452905811
313,45|8,0.06613226452905811,0.6673346693386774,0.2665330661322645
314,45|9,0.44481605351170567,0.11036789297658862,0.44481605351170567
315,45|10,0.10238645111624327,0.10238645111624327,0.7952270977675134
316,45|11,0.08872581721147432,0.8892595063375583,0.022014676450967312
317,45|13,0.7792642140468227,0.11036789297658862,0.11036789297658862
318,45|22,0.04721030042918455,0.19027181688125894,0.7625178826895564
319,45|23,0.08270676691729323,0.5839598997493735,0.3333333333333333
320,45|31,0.11036789297658862,0.7792642140468227,0.11036789297658862
321,45|32,0.08270676691729323,0.08270676691729323,0.8345864661654135
322,45|33,0.1658291457286432,0.6683417085427136,0.1658291457286432
323,45|34,0.8677354709418837,0.06613226452905811,0.06613226452905811
324,45|50,0.1658291457286432,0.6683417085427136,0.1658291457286432
325,45|51,0.08270676691729323,0.8345864661654135,0.08270676691729323
326,45|52,0.1658291457286432,0.1658291457286432,0.6683417085427136
327,45|54,0.08270676691729323,0.8345864661654135,0.08270676691729323
328,45|73,0.1658291457286432,0.6683417085427136,0.1658291457286432
329,45|79,0.6683417085427136,0.1658291457286432,0.1658291457286432
330,45|80,0.11036789297658862,0.11036789297658862,0.7792642140468227
331,45|81,0.1658291457286432,0.6683417085427136,0.1658291457286432
332,45|82,0.6683417085427136,0.1658291457286432,0.1658291457286432
333,45|91,0.1658291457286432,0.6683417085427136,0.1658291457286432
334,45|92,0.11036789297658862,0.7792642140468227,0.11036789297658862
335,45|141,0.06613226452905811,0.8677354709418837,0.06613226452905811
336,45|142,0.1658291457286432,0.1658291457286432,0.6683417085427136
337,46|6,0.1658291457286432,0.6683417085427136,0.1658291457286432
338,46|7,0.1658291457286432,0.6683417085427136,0.1658291457286432
339,46|8,0.1658291457286432,0.6683417085427136,0.1658291457286432
340,46|9,0.22203672787979967,0.05509181969949917,0.7228714524207012
341,46|10,0.02358827734095783,0.02358827734095783,0.9528234453180844
342,46|11,0.022014676450967312,0.9559706470980653,0.022014676450967312
343,46|12,0.03670745272525028,0.9265850945494994,0.03670745272525028
344,46|14,0.6683417085427136,0.1658291457286432,0.1658291457286432
345,46|15,0.44481605351170567,0.11036789297658862,0.44481605351170567
346,46|17,0.7792642140468227,0.11036789297658862,0.11036789297658862
347,46|22,0.16645807259073842,0.7922403003754693,0.04130162703379224
348,46|23,0.13313313313313313,0.7337337337337337,0.13313313313313313
349,46|34,0.1658291457286432,0.6683417085427136,0.1658291457286432
350,46|52,0.2665330661322645,0.2665330661322645,0.4669338677354709
351,46|53,0.027522935779816515,0.027522935779816515,0.944954128440367
352,46|54,0.027522935779816515,0.19432860717264389,0.7781484570475397
353,46|55,0.29161451814768463,0.04130162703379224,0.6670838548185232
354,46|73,0.6683417085427136,0.1658291457286432,0.1658291457286432
355,46|79,0.1658291457286432,0.1658291457286432,0.6683417085427136
356,46|87,0.11036789297658862,0.7792642140468227,0.11036789297658862
357,46|91,0.1658291457286432,0.1658291457286432,0.6683417085427136
358,46|101,0.1658291457286432,0.6683417085427136,0.1658291457286432
359,47|10,0.6336336336336337,0.03303303303303303,0.3333333333333333
360,47|11,0.38098641887062185,0.5954253037884203,0.02358827734095783
361,47|12,0.04130162703379224,0.29161451814768463,0.6670838548185232
362,47|17,0.11036789297658862,0.7792642140468227,0.11036789297658862
363,47|23,0.1658291457286432,0.1658291457286432,0.6683417085427136
364,47|34,0.6683417085427136,0.1658291457286432,0.1658291457286432
365,47|52,0.5239456754824875,0.09506790564689065,0.38098641887062185
366,47|53,0.08872581721147432,0.8892595063375583,0.022014676450967312
367,47|54,0.02358827734095783,0.8813438170121515,0.09506790564689065
368,47|55,0.8098641887062187,0.16654753395282346,0.02358827734095783
369,47|56,0.1658291457286432,0.1658291457286432,0.6683417085427136
370,47|71,0.1658291457286432,0.6683417085427136,0.1658291457286432
371,47|72,0.25917686318131256,0.03670745272525028,0.7041156840934372
372,47|73,0.06613226452905811,0.8677354709418837,0.06613226452905811
373,47|77,0.8677354709418837,0.06613226452905811,0.06613226452905811
374,47|78,0.1658291457286432,0.1658291457286432,0.6683417085427136
375,47|79,0.11036789297658862,0.7792642140468227,0.11036789297658862
376,47|80,0.11036789297658862,0.7792642140468227,0.11036789297658862
377,47|81,0.1658291457286432,0.6683417085427136,0.1658291457286432
378,47|82,0.1658291457286432,0.1658291457286432,0.6683417085427136
379,47|86,0.1658291457286432,0.6683417085427136,0.1658291457286432
380,47|90,0.6683417085427136,0.1658291457286432,0.1658291457286432
381,48|11,0.7792642140468227,0.11036789297658862,0.11036789297658862
382,48|12,0.08270676691729323,0.8345864661654135,0.08270676691729323
383,48|13,0.1658291457286432,0.6683417085427136,0.1658291457286432
384,48|34,0.3333333333333333,0.6194563662374821,0.04721030042918455
385,48|43,0.04130162703379224,0.9173967459324155,0.04130162703379224
386,48|44,0.7228714524207012,0.22203672787979967,0.05509181969949917
387,48|51,0.44481605351170567,0.44481605351170567,0.11036789297658862
388,48|52,0.030027297543221112,0.30300272975432213,0.6669699727024567
389,48|53,0.09506790564689065,0.8098641887062187,0.09506790564689065
390,48|54,0.38098641887062185,0.5954253037884203,0.02358827734095783
391,48|55,0.6224149432955304,0.28885923949299536,0.08872581721147432
392,48|64,0.11036789297658862,0.11036789297658862,0.7792642140468227
393,48|71,0.04130162703379224,0.9173967459324155,0.04130162703379224
394,48|72,0.030027297543221112,0.5759781619654231,0.3939945404913558
395,48|73,0.04721030042918455,0.04721030042918455,0.9055793991416309
396,48|75,0.1658291457286432,0.1658291457286432,0.6683417085427136
397,48|76,0.7792642140468227,0.11036789297658862,0.11036789297658862
398,48|77,0.11036789297658862,0.44481605351170567,0.44481605351170567
399,48|80,0.11036789297658862,0.7792642140468227,0.11036789297658862
400,48|81,0.6683417085427136,0.1658291457286432,0.1658291457286432
401,48|89,0.1658291457286432,0.1658291457286432,0.6683417085427136
402,48|102,0.1658291457286432,0.1658291457286432,0.6683417085427136
403,48|104,0.1658291457286432,0.1658291457286432,0.6683417085427136
404,48|146,0.11036789297658862,0.7792642140468227,0.11036789297658862
405,49|12,0.6683417085427136,0.1658291457286432,0.1658291457286432
406,49|13,0.1658291457286432,0.1658291457286432,0.6683417085427136
407,49|34,0.03303303303303303,0.7337337337337337,0.23323323323323322
408,49|49,0.1658291457286432,0.1658291457286432,0.6683417085427136
409,49|50,0.1658291457286432,0.1658291457286432,0.6683417085427136
410,49|51,0.4167709637046308,0.04130162703379224,0.541927409261577
411,49|52,0.5839598997493735,0.3333333333333333,0.08270676691729323
412,49|53,0.06613226452905811,0.2665330661322645,0.6673346693386774
413,49|54,0.04721030042918455,0.7625178826895564,0.19027181688125894
414,49|55,0.25917686318131256,0.7041156840934372,0.03670745272525028
415,49|56,0.03670745272525028,0.8153503893214683,0.14794215795328142
416,49|57,0.11036789297658862,0.44481605351170567,0.44481605351170567
417,49|62,0.6683417085427136,0.1658291457286432,0.1658291457286432
418,49|63,0.11036789297658862,0.7792642140468227,0.11036789297658862
419,49|64,0.4669338677354709,0.06613226452905811,0.4669338677354709
420,49|72,0.1658291457286432,0.1658291457286432,0.6683417085427136
421,49|76,0.05509181969949917,0.05509181969949917,0.8898163606010017
422,49|80,0.6683417085427136,0.1658291457286432,0.1658291457286432
