,document,topic0,topic1,topic2
733,61|42,0.1658291457286432,0.6683417085427136,0.1658291457286432
734,61|55,0.1658291457286432,0.1658291457286432,0.6683417085427136
735,61|56,0.38898163606010017,0.05509181969949917,0.5559265442404007
736,61|57,0.027522935779816515,0.6113427856547122,0.3611342785654712
737,61|58,0.16654753395282346,0.5954253037884203,0.23802716225875625
738,61|59,0.5239456754824875,0.02358827734095783,0.4524660471765547
739,61|60,0.02358827734095783,0.7383845604002859,0.23802716225875625
740,61|61,0.02358827734095783,0.9528234453180844,0.02358827734095783
741,61|62,0.44481605351170567,0.44481605351170567,0.11036789297658862
742,61|63,0.1658291457286432,0.6683417085427136,0.1658291457286432
743,61|71,0.3333333333333333,0.5839598997493735,0.08270676691729323
744,61|72,0.1658291457286432,0.6683417085427136,0.1658291457286432
745,61|75,0.1658291457286432,0.6683417085427136,0.1658291457286432
746,61|76,0.05509181969949917,0.5559265442404007,0.38898163606010017
747,61|77,0.027522935779816515,0.944954128440367,0.027522935779816515
748,61|78,0.1658291457286432,0.6683417085427136,0.1658291457286432
749,61|87,0.1658291457286432,0.1658291457286432,0.6683417085427136
750,61|89,0.6683417085427136,0.1658291457286432,0.1658291457286432
751,61|91,0.1658291457286432,0.6683417085427136,0.1658291457286432
752,61|94,0.3333333333333333,0.5839598997493735,0.08270676691729323
753,61|96,0.1658291457286432,0.6683417085427136,0.1658291457286432
754,61|97,0.1658291457286432,0.6683417085427136,0.1658291457286432
755,61|99,0.08270676691729323,0.8345864661654135,0.08270676691729323
756,61|101,0.541927409261577,0.4167709637046308,0.04130162703379224
757,61|103,0.06613226452905811,0.8677354709418837,0.06613226452905811
758,61|104,0.22203672787979967,0.7228714524207012,0.05509181969949917
759,61|105,0.1658291457286432,0.6683417085427136,0.1658291457286432
760,61|106,0.6683417085427136,0.1658291457286432,0.1658291457286432
761,61|107,0.7792642140468227,0.11036789297658862,0.11036789297658862
762,61|114,0.11036789297658862,0.7792642140468227,0.11036789297658862
763,62|8,0.1658291457286432,0.6683417085427136,0.1658291457286432
764,62|22,0.8345864661654135,0.08270676691729323,0.08270676691729323
765,62|23,0.3704115684093437,0.25917686318131256,0.3704115684093437
766,62|33,0.7228714524207012,0.22203672787979967,0.05509181969949917
767,62|34,0.05509181969949917,0.05509181969949917,0.8898163606010017
768,62|47,0.1658291457286432,0.6683417085427136,0.1658291457286432
769,62|48,0.08270676691729323,0.8345864661654135,0.08270676691729323
770,62|54,0.08270676691729323,0.8345864661654135,0.08270676691729323
771,62|56,0.1658291457286432,0.6683417085427136,0.1658291457286432
772,62|57,0.7792642140468227,0.11036789297658862,0.11036789297658862
773,62|58,0.38098641887062185,0.09506790564689065,0.5239456754824875
774,62|59,0.5642802155504234,0.025404157043879907,0.4103156274056967
775,62|60,0.08872581721147432,0.8225483655770514,0.08872581721147432
776,62|61,0.38098641887062185,0.5954253037884203,0.02358827734095783
777,62|62,0.6683417085427136,0.1658291457286432,0.1658291457286432
778,62|70,0.6683417085427136,0.1658291457286432,0.1658291457286432
779,62|83,0.7792642140468227,0.11036789297658862,0.11036789297658862
780,62|84,0.05509181969949917,0.7228714524207012,0.22203672787979967
781,62|88,0.1658291457286432,0.1658291457286432,0.6683417085427136
782,62|91,0.1658291457286432,0.6683417085427136,0.1658291457286432
783,62|94,0.04721030042918455,0.9055793991416309,0.04721030042918455
784,62|95,0.7952270977675134,0.025404157043879907,0.17936874518860663
785,62|101,0.08270676691729323,0.5839598997493735,0.3333333333333333
786,62|104,0.03670745272525028,0.25917686318131256,0.7041156840934372
787,62|105,0.3333333333333333,0.5335335335335335,0.13313313313313313
788,62|106,0.11036789297658862,0.11036789297658862,0.7792642140468227
789,62|107,0.1658291457286432,0.6683417085427136,0.1658291457286432
790,62|114,0.6683417085427136,0.1658291457286432,0.1658291457286432
791,62|115,0.11036789297658862,0.11036789297658862,0.7792642140468227
792,63|22,0.6683417085427136,0.1658291457286432,0.1658291457286432
793,63|23,0.2665330661322645,0.06613226452905811,0.6673346693386774
794,63|31,0.1658291457286432,0.1658291457286432,0.6683417085427136
795,63|34,0.11036789297658862,0.7792642140468227,0.11036789297658862
796,63|40,0.7792642140468227,0.11036789297658862,0.11036789297658862
797,63|41,0.1658291457286432,0.1658291457286432,0.6683417085427136
798,63|44,0.1658291457286432,0.6683417085427136,0.1658291457286432
799,63|47,0.08270676691729323,0.08270676691729323,0.8345864661654135
800,63|48,0.3704115684093437,0.25917686318131256,0.3704115684093437
801,63|53,0.7792642140468227,0.11036789297658862,0.11036789297658862
802,63|54,0.44481605351170567,0.11036789297658862,0.44481605351170567
803,63|55,0.44481605351170567,0.11036789297658862,0.44481605351170567
804,63|56,0.05509181969949917,0.05509181969949917,0.8898163606010017
805,63|57,0.8345864661654135,0.08270676691729323,0.08270676691729323
806,63|58,0.3333333333333333,0.19027181688125894,0.47639484978540775
807,63|59,0.944954128440367,0.027522935779816515,0.027522935779816515
808,63|60,0.4524660471765547,0.16654753395282346,0.38098641887062185
809,63|61,0.30300272975432213,0.5759781619654231,0.12101910828025478
810,63|62,0.05509181969949917,0.05509181969949917,0.8898163606010017
811,63|63,0.6683417085427136,0.1658291457286432,0.1658291457286432
812,63|64,0.1658291457286432,0.1658291457286432,0.6683417085427136
813,63|68,0.2665330661322645,0.4669338677354709,0.2665330661322645
814,63|78,0.6683417085427136,0.1658291457286432,0.1658291457286432
815,63|89,0.43343343343343343,0.13313313313313313,0.43343343343343343
816,63|91,0.44481605351170567,0.44481605351170567,0.11036789297658862
817,63|94,0.9173967459324155,0.04130162703379224,0.04130162703379224
818,63|95,0.1658291457286432,0.6683417085427136,0.1658291457286432
819,63|98,0.1658291457286432,0.1658291457286432,0.6683417085427136
820,63|100,0.03670745272525028,0.9265850945494994,0.03670745272525028
821,63|101,0.5839598997493735,0.08270676691729323,0.3333333333333333
822,63|104,0.7922403003754693,0.16645807259073842,0.04130162703379224
823,63|105,0.3333333333333333,0.03303303303303303,0.6336336336336337
824,63|106,0.6683417085427136,0.1658291457286432,0.1658291457286432
825,63|116,0.05509181969949917,0.5559265442404007,0.38898163606010017
826,64|2,0.1658291457286432,0.6683417085427136,0.1658291457286432
827,64|20,0.6683417085427136,0.1658291457286432,0.1658291457286432
828,64|33,0.3333333333333333,0.25635103926096997,0.4103156274056967
829,64|34,0.027522935779816515,0.027522935779816515,0.944954128440367
830,64|40,0.11036789297658862,0.7792642140468227,0.11036789297658862
831,64|44,0.04130162703379224,0.04130162703379224,0.9173967459324155
832,64|45,0.7041156840934372,0.14794215795328142,0.14794215795328142
833,64|47,0.11036789297658862,0.11036789297658862,0.7792642140468227
834,64|48,0.1658291457286432,0.6683417085427136,0.1658291457286432
835,64|55,0.6683417085427136,0.1658291457286432,0.1658291457286432
836,64|56,0.3333333333333333,0.08270676691729323,0.5839598997493735
837,64|57,0.592880978865406,0.03670745272525028,0.3704115684093437
838,64|58,0.05509181969949917,0.8898163606010017,0.05509181969949917
839,64|59,0.11036789297658862,0.11036789297658862,0.7792642140468227
840,64|60,0.4167709637046308,0.04130162703379224,0.541927409261577
841,64|61,0.6683417085427136,0.1658291457286432,0.1658291457286432
842,64|62,0.2665330661322645,0.6673346693386774,0.06613226452905811
843,64|68,0.8677354709418837,0.06613226452905811,0.06613226452905811
844,64|69,0.6683417085427136,0.1658291457286432,0.1658291457286432
845,64|73,0.08270676691729323,0.8345864661654135,0.08270676691729323
846,64|78,0.11036789297658862,0.7792642140468227,0.11036789297658862
847,64|91,0.1658291457286432,0.6683417085427136,0.1658291457286432
848,64|93,0.1658291457286432,0.1658291457286432,0.6683417085427136
849,64|100,0.14794215795328142,0.03670745272525028,0.8153503893214683
850,64|101,0.2665330661322645,0.06613226452905811,0.6673346693386774
851,64|109,0.8345864661654135,0.08270676691729323,0.08270676691729323
852,65|11,0.1658291457286432,0.6683417085427136,0.1658291457286432
853,65|27,0.08270676691729323,0.08270676691729323,0.8345864661654135
854,65|30,0.6683417085427136,0.1658291457286432,0.1658291457286432
855,65|31,0.6683417085427136,0.1658291457286432,0.1658291457286432
856,65|32,0.1658291457286432,0.1658291457286432,0.6683417085427136
857,65|33,0.03670745272525028,0.7041156840934372,0.25917686318131256
858,65|34,0.08270676691729323,0.5839598997493735,0.3333333333333333
859,65|39,0.7625178826895564,0.19027181688125894,0.04721030042918455
860,65|40,0.08270676691729323,0.8345864661654135,0.08270676691729323
861,65|41,0.1658291457286432,0.1658291457286432,0.6683417085427136
862,65|49,0.1658291457286432,0.6683417085427136,0.1658291457286432
863,65|55,0.44481605351170567,0.11036789297658862,0.44481605351170567
864,65|56,0.6683417085427136,0.1658291457286432,0.1658291457286432
865,65|57,0.6683417085427136,0.1658291457286432,0.1658291457286432
866,65|58,0.1658291457286432,0.1658291457286432,0.6683417085427136
867,65|59,0.06613226452905811,0.06613226452905811,0.8677354709418837
868,65|60,0.04721030042918455,0.04721030042918455,0.9055793991416309
869,65|61,0.1658291457286432,0.1658291457286432,0.6683417085427136
870,65|62,0.44481605351170567,0.11036789297658862,0.44481605351170567
871,65|66,0.47639484978540775,0.3333333333333333,0.19027181688125894
872,65|77,0.08270676691729323,0.8345864661654135,0.08270676691729323
873,65|81,0.1658291457286432,0.1658291457286432,0.6683417085427136
874,65|82,0.2665330661322645,0.6673346693386774,0.06613226452905811
875,65|89,0.1658291457286432,0.6683417085427136,0.1658291457286432
876,65|90,0.1658291457286432,0.6683417085427136,0.1658291457286432
877,65|97,0.6683417085427136,0.1658291457286432,0.1658291457286432
878,65|98,0.6683417085427136,0.1658291457286432,0.1658291457286432
879,65|104,0.1658291457286432,0.1658291457286432,0.6683417085427136
880,65|110,0.44481605351170567,0.11036789297658862,0.44481605351170567
881,66|30,0.1658291457286432,0.1658291457286432,0.6683417085427136
882,66|31,0.6673346693386774,0.06613226452905811,0.2665330661322645
883,66|32,0.44481605351170567,0.11036789297658862,0.44481605351170567
884,66|33,0.1658291457286432,0.1658291457286432,0.6683417085427136
885,66|39,0.6673346693386774,0.2665330661322645,0.06613226452905811
886,66|40,0.11036789297658862,0.7792642140468227,0.11036789297658862
887,66|48,0.1658291457286432,0.6683417085427136,0.1658291457286432
888,66|54,0.05509181969949917,0.8898163606010017,0.05509181969949917
889,66|58,0.6683417085427136,0.1658291457286432,0.1658291457286432
890,66|59,0.1658291457286432,0.1658291457286432,0.6683417085427136
891,66|60,0.1658291457286432,0.1658291457286432,0.6683417085427136
892,66|62,0.1658291457286432,0.6683417085427136,0.1658291457286432
893,66|63,0.6683417085427136,0.1658291457286432,0.1658291457286432
894,66|65,0.5839598997493735,0.08270676691729323,0.3333333333333333
895,66|81,0.1658291457286432,0.1658291457286432,0.6683417085427136
896,66|90,0.1658291457286432,0.6683417085427136,0.1658291457286432
897,66|91,0.6683417085427136,0.1658291457286432,0.1658291457286432
898,66|92,0.08270676691729323,0.8345864661654135,0.08270676691729323
899,66|97,0.1658291457286432,0.6683417085427136,0.1658291457286432
900,66|107,0.6683417085427136,0.1658291457286432,0.1658291457286432
901,66|110,0.08270676691729323,0.5839598997493735,0.3333333333333333
902,66|111,0.1658291457286432,0.6683417085427136,0.1658291457286432
903,67|6,0.6683417085427136,0.1658291457286432,0.1658291457286432
904,67|7,0.5559265442404007,0.05509181969949917,0.38898163606010017
905,67|20,0.1658291457286432,0.1658291457286432,0.6683417085427136
906,67|26,0.1658291457286432,0.1658291457286432,0.6683417085427136
907,67|31,0.1658291457286432,0.6683417085427136,0.1658291457286432
908,67|32,0.1658291457286432,0.6683417085427136,0.1658291457286432
909,67|33,0.11036789297658862,0.44481605351170567,0.44481605351170567
910,67|36,0.08270676691729323,0.08270676691729323,0.8345864661654135
911,67|37,0.6683417085427136,0.1658291457286432,0.1658291457286432
912,67|47,0.44481605351170567,0.44481605351170567,0.11036789297658862
913,67|48,0.16645807259073842,0.16645807259073842,0.6670838548185232
914,67|52,0.6683417085427136,0.1658291457286432,0.1658291457286432
915,67|54,0.8338338338338338,0.03303303303303303,0.13313313313313313
916,67|58,0.08270676691729323,0.8345864661654135,0.08270676691729323
917,67|59,0.1658291457286432,0.6683417085427136,0.1658291457286432
918,67|63,0.44481605351170567,0.11036789297658862,0.44481605351170567
919,67|64,0.1658291457286432,0.1658291457286432,0.6683417085427136
920,67|78,0.1658291457286432,0.6683417085427136,0.1658291457286432
921,67|84,0.6683417085427136,0.1658291457286432,0.1658291457286432
922,67|91,0.10238645111624327,0.6412625096227867,0.25635103926096997
923,67|92,0.05509181969949917,0.7228714524207012,0.22203672787979967
924,67|99,0.3333333333333333,0.08270676691729323,0.5839598997493735
925,67|103,0.5839598997493735,0.3333333333333333,0.08270676691729323
926,68|27,0.8677354709418837,0.06613226452905811,0.06613226452905811
927,68|29,0.6683417085427136,0.1658291457286432,0.1658291457286432
928,68|33,0.2665330661322645,0.6673346693386774,0.06613226452905811
929,68|46,0.1658291457286432,0.6683417085427136,0.1658291457286432
930,68|47,0.08270676691729323,0.8345864661654135,0.08270676691729323
931,68|48,0.025404157043879907,0.10238645111624327,0.8722093918398768
932,68|49,0.1658291457286432,0.1658291457286432,0.6683417085427136
933,68|53,0.6683417085427136,0.1658291457286432,0.1658291457286432
934,68|54,0.1658291457286432,0.1658291457286432,0.6683417085427136
935,68|58,0.7792642140468227,0.11036789297658862,0.11036789297658862
936,68|59,0.11036789297658862,0.11036789297658862,0.7792642140468227
937,68|62,0.22203672787979967,0.05509181969949917,0.7228714524207012
938,68|63,0.030027297543221112,0.030027297543221112,0.9399454049135577
939,68|64,0.1658291457286432,0.6683417085427136,0.1658291457286432
940,68|74,0.1658291457286432,0.6683417085427136,0.1658291457286432
941,68|81,0.6683417085427136,0.1658291457286432,0.1658291457286432
942,68|85,0.8677354709418837,0.06613226452905811,0.06613226452905811
943,68|90,0.1658291457286432,0.1658291457286432,0.6683417085427136
944,68|91,0.4669338677354709,0.06613226452905811,0.4669338677354709
945,68|93,0.1658291457286432,0.1658291457286432,0.6683417085427136
946,68|99,0.6683417085427136,0.1658291457286432,0.1658291457286432
947,68|102,0.1658291457286432,0.1658291457286432,0.6683417085427136
948,69|0,0.1658291457286432,0.1658291457286432,0.6683417085427136
949,69|27,0.11036789297658862,0.7792642140468227,0.11036789297658862
950,69|28,0.4669338677354709,0.06613226452905811,0.4669338677354709
951,69|31,0.1658291457286432,0.6683417085427136,0.1658291457286432
952,69|33,0.08270676691729323,0.08270676691729323,0.8345864661654135
953,69|43,0.3704115684093437,0.14794215795328142,0.48164627363737483
954,69|44,0.6683417085427136,0.1658291457286432,0.1658291457286432
955,69|46,0.6683417085427136,0.1658291457286432,0.1658291457286432
956,69|47,0.6683417085427136,0.1658291457286432,0.1658291457286432
957,69|48,0.1658291457286432,0.1658291457286432,0.6683417085427136
958,69|59,0.1658291457286432,0.1658291457286432,0.6683417085427136
959,69|63,0.16645807259073842,0.04130162703379224,0.7922403003754693
960,69|64,0.6683417085427136,0.1658291457286432,0.1658291457286432
961,69|73,0.1658291457286432,0.1658291457286432,0.6683417085427136
962,69|74,0.1658291457286432,0.1658291457286432,0.6683417085427136
963,69|76,0.04721030042918455,0.47639484978540775,0.47639484978540775
964,69|79,0.11036789297658862,0.7792642140468227,0.11036789297658862
965,69|80,0.3939945404913558,0.5759781619654231,0.030027297543221112
966,69|83,0.1658291457286432,0.6683417085427136,0.1658291457286432
967,69|84,0.1658291457286432,0.6683417085427136,0.1658291457286432
968,69|85,0.1109257714762302,0.8615512927439533,0.027522935779816515
969,69|86,0.1658291457286432,0.6683417085427136,0.1658291457286432
970,69|90,0.44481605351170567,0.44481605351170567,0.11036789297658862
971,69|97,0.1658291457286432,0.6683417085427136,0.1658291457286432
972,69|98,0.030027297543221112,0.30300272975432213,0.6669699727024567
973,69|110,0.1658291457286432,0.6683417085427136,0.1658291457286432
974,69|122,0.08270676691729323,0.08270676691729323,0.8345864661654135
975,70|11,0.1658291457286432,0.6683417085427136,0.1658291457286432
976,70|23,0.7228714524207012,0.05509181969949917,0.22203672787979967
977,70|33,0.06613226452905811,0.06613226452905811,0.8677354709418837
978,70|34,0.7792642140468227,0.11036789297658862,0.11036789297658862
979,70|36,0.6683417085427136,0.1658291457286432,0.1658291457286432
980,70|37,0.3333333333333333,0.04721030042918455,0.6194563662374821
981,70|44,0.1658291457286432,0.1658291457286432,0.6683417085427136
982,70|50,0.1658291457286432,0.6683417085427136,0.1658291457286432
983,70|61,0.1658291457286432,0.6683417085427136,0.1658291457286432
984,70|62,0.08270676691729323,0.3333333333333333,0.5839598997493735
985,70|63,0.6683417085427136,0.1658291457286432,0.1658291457286432
986,70|64,0.22203672787979967,0.05509181969949917,0.7228714524207012
987,70|77,0.6683417085427136,0.1658291457286432,0.1658291457286432
988,70|82,0.1658291457286432,0.6683417085427136,0.1658291457286432
989,70|83,0.1658291457286432,0.6683417085427136,0.1658291457286432
990,70|84,0.1658291457286432,0.1658291457286432,0.6683417085427136
991,70|85,0.1658291457286432,0.6683417085427136,0.1658291457286432
992,70|89,0.6683417085427136,0.1658291457286432,0.1658291457286432
993,70|90,0.1658291457286432,0.6683417085427136,0.1658291457286432
994,70|98,0.44481605351170567,0.44481605351170567,0.11036789297658862
995,70|104,0.14794215795328142,0.8153503893214683,0.03670745272525028
996,70|122,0.030027297543221112,0.12101910828025478,0.848953594176524
997,70|124,0.1658291457286432,0.1658291457286432,0.6683417085427136
998,71|17,0.6683417085427136,0.1658291457286432,0.1658291457286432
999,71|29,0.1658291457286432,0.1658291457286432,0.6683417085427136
1000,71|30,0.6683417085427136,0.1658291457286432,0.1658291457286432
1001,71|31,0.1658291457286432,0.1658291457286432,0.6683417085427136
1002,71|34,0.08270676691729323,0.08270676691729323,0.8345864661654135
1003,71|36,0.6683417085427136,0.1658291457286432,0.1658291457286432
1004,71|49,0.13313313313313313,0.13313313313313313,0.7337337337337337
1005,71|50,0.03670745272525028,0.9265850945494994,0.03670745272525028
1006,71|55,0.06613226452905811,0.06613226452905811,0.8677354709418837
1007,71|59,0.1658291457286432,0.6683417085427136,0.1658291457286432
1008,71|60,0.6673346693386774,0.2665330661322645,0.06613226452905811
1009,71|62,0.6683417085427136,0.1658291457286432,0.1658291457286432
1010,71|63,0.5839598997493735,0.3333333333333333,0.08270676691729323
1011,71|64,0.025404157043879907,0.9491916859122401,0.025404157043879907
1012,71|65,0.11036789297658862,0.44481605351170567,0.44481605351170567
1013,71|66,0.6683417085427136,0.1658291457286432,0.1658291457286432
1014,71|73,0.17936874518860663,0.6412625096227867,0.17936874518860663
1015,71|76,0.3333333333333333,0.5839598997493735,0.08270676691729323
1016,71|77,0.1658291457286432,0.6683417085427136,0.1658291457286432
1017,71|81,0.1658291457286432,0.6683417085427136,0.1658291457286432
1018,71|82,0.1658291457286432,0.6683417085427136,0.1658291457286432
1019,71|83,0.1658291457286432,0.6683417085427136,0.1658291457286432
1020,71|88,0.22203672787979967,0.7228714524207012,0.05509181969949917
1021,71|89,0.8677354709418837,0.06613226452905811,0.06613226452905811
1022,71|104,0.6683417085427136,0.1658291457286432,0.1658291457286432
1023,71|111,0.11036789297658862,0.7792642140468227,0.11036789297658862
1024,71|112,0.08270676691729323,0.8345864661654135,0.08270676691729323
1025,71|121,0.1658291457286432,0.1658291457286432,0.6683417085427136
1026,71|125,0.1658291457286432,0.1658291457286432,0.6683417085427136
1027,71|126,0.05509181969949917,0.05509181969949917,0.8898163606010017
1028,72|14,0.8153503893214683,0.14794215795328142,0.03670745272525028
1029,72|31,0.08270676691729323,0.8345864661654135,0.08270676691729323
1030,72|34,0.4669338677354709,0.4669338677354709,0.06613226452905811
1031,72|35,0.03303303303303303,0.03303303303303303,0.9339339339339339
1032,72|37,0.6683417085427136,0.1658291457286432,0.1658291457286432
1033,72|38,0.1658291457286432,0.1658291457286432,0.6683417085427136
1034,72|40,0.19027181688125894,0.7625178826895564,0.04721030042918455
1035,72|49,0.6673346693386774,0.06613226452905811,0.2665330661322645
1036,72|50,0.11036789297658862,0.7792642140468227,0.11036789297658862
1037,72|55,0.1658291457286432,0.6683417085427136,0.1658291457286432
1038,72|60,0.6683417085427136,0.1658291457286432,0.1658291457286432
1039,72|61,0.7792642140468227,0.11036789297658862,0.11036789297658862
1040,72|62,0.11036789297658862,0.7792642140468227,0.11036789297658862
1041,72|63,0.1658291457286432,0.1658291457286432,0.6683417085427136
1042,72|64,0.3333333333333333,0.3333333333333333,0.3333333333333333
1043,72|65,0.08270676691729323,0.8345864661654135,0.08270676691729323
1044,72|67,0.7792642140468227,0.11036789297658862,0.11036789297658862
1045,72|68,0.2665330661322645,0.4669338677354709,0.2665330661322645
1046,72|73,0.04130162703379224,0.7922403003754693,0.16645807259073842
1047,72|76,0.8345864661654135,0.08270676691729323,0.08270676691729323
1048,72|81,0.1658291457286432,0.6683417085427136,0.1658291457286432
1049,72|82,0.1658291457286432,0.6683417085427136,0.1658291457286432
1050,72|87,0.11036789297658862,0.44481605351170567,0.44481605351170567
1051,72|90,0.1658291457286432,0.6683417085427136,0.1658291457286432
1052,72|100,0.11036789297658862,0.7792642140468227,0.11036789297658862
1053,72|101,0.1658291457286432,0.1658291457286432,0.6683417085427136
1054,72|105,0.3333333333333333,0.5839598997493735,0.08270676691729323
1055,72|112,0.08270676691729323,0.5839598997493735,0.3333333333333333
1056,72|120,0.6683417085427136,0.1658291457286432,0.1658291457286432
1057,72|121,0.6683417085427136,0.1658291457286432,0.1658291457286432
1058,72|126,0.08270676691729323,0.5839598997493735,0.3333333333333333
1059,72|127,0.06613226452905811,0.06613226452905811,0.8677354709418837
1060,72|128,0.6683417085427136,0.1658291457286432,0.1658291457286432
1061,73|14,0.1658291457286432,0.1658291457286432,0.6683417085427136
1062,73|30,0.1658291457286432,0.6683417085427136,0.1658291457286432
1063,73|31,0.6683417085427136,0.1658291457286432,0.1658291457286432
1064,73|32,0.8677354709418837,0.06613226452905811,0.06613226452905811
1065,73|33,0.22203672787979967,0.22203672787979967,0.5559265442404007
1066,73|34,0.6683417085427136,0.1658291457286432,0.1658291457286432
1067,73|35,0.3333333333333333,0.23323323323323322,0.43343343343343343
1068,73|36,0.03303303303303303,0.23323323323323322,0.7337337337337337
1069,73|37,0.06613226452905811,0.2665330661322645,0.6673346693386774
1070,73|38,0.1658291457286432,0.6683417085427136,0.1658291457286432
1071,73|39,0.11036789297658862,0.7792642140468227,0.11036789297658862
1072,73|43,0.8898163606010017,0.05509181969949917,0.05509181969949917
1073,73|50,0.11036789297658862,0.11036789297658862,0.7792642140468227
1074,73|55,0.06613226452905811,0.8677354709418837,0.06613226452905811
1075,73|60,0.5839598997493735,0.3333333333333333,0.08270676691729323
1076,73|61,0.8345864661654135,0.08270676691729323,0.08270676691729323
1077,73|62,0.44481605351170567,0.11036789297658862,0.44481605351170567
1078,73|63,0.1658291457286432,0.1658291457286432,0.6683417085427136
1079,73|64,0.11036789297658862,0.7792642140468227,0.11036789297658862
1080,73|65,0.23323323323323322,0.03303303303303303,0.7337337337337337
1081,73|66,0.025404157043879907,0.9491916859122401,0.025404157043879907
1082,73|67,0.1658291457286432,0.6683417085427136,0.1658291457286432
1083,73|71,0.1658291457286432,0.6683417085427136,0.1658291457286432
1084,73|73,0.1658291457286432,0.6683417085427136,0.1658291457286432
1085,73|78,0.1658291457286432,0.6683417085427136,0.1658291457286432
1086,73|80,0.11036789297658862,0.44481605351170567,0.44481605351170567
1087,73|81,0.030027297543221112,0.9399454049135577,0.030027297543221112
1088,73|85,0.1658291457286432,0.1658291457286432,0.6683417085427136
1089,73|86,0.027522935779816515,0.944954128440367,0.027522935779816515
1090,73|87,0.04721030042918455,0.47639484978540775,0.47639484978540775
1091,73|94,0.4669338677354709,0.4669338677354709,0.06613226452905811
1092,73|104,0.1658291457286432,0.1658291457286432,0.6683417085427136
1093,73|105,0.04721030042918455,0.3333333333333333,0.6194563662374821
1094,73|127,0.11036789297658862,0.7792642140468227,0.11036789297658862
1095,73|128,0.03303303303303303,0.03303303303303303,0.9339339339339339
1096,74|0,0.44481605351170567,0.11036789297658862,0.44481605351170567
1097,74|5,0.1658291457286432,0.6683417085427136,0.1658291457286432
1098,74|30,0.6683417085427136,0.1658291457286432,0.1658291457286432
1099,74|31,0.1658291457286432,0.1658291457286432,0.6683417085427136
1100,74|32,0.6683417085427136,0.1658291457286432,0.1658291457286432
1101,74|33,0.5839598997493735,0.08270676691729323,0.3333333333333333
1102,74|34,0.6669699727024567,0.030027297543221112,0.30300272975432213
1103,74|35,0.9528234453180844,0.02358827734095783,0.02358827734095783
1104,74|36,0.02358827734095783,0.6669049320943531,0.30950679056468905
1105,74|37,0.05509181969949917,0.22203672787979967,0.7228714524207012
1106,74|38,0.6683417085427136,0.1658291457286432,0.1658291457286432
1107,74|43,0.3333333333333333,0.08270676691729323,0.5839598997493735
1108,74|45,0.6683417085427136,0.1658291457286432,0.1658291457286432
1109,74|52,0.05509181969949917,0.05509181969949917,0.8898163606010017
1110,74|60,0.11036789297658862,0.7792642140468227,0.11036789297658862
1111,74|61,0.3333333333333333,0.03303303303303303,0.6336336336336337
1112,74|62,0.44481605351170567,0.11036789297658862,0.44481605351170567
1113,74|63,0.06613226452905811,0.8677354709418837,0.06613226452905811
1114,74|64,0.11036789297658862,0.11036789297658862,0.7792642140468227
1115,74|65,0.11036789297658862,0.7792642140468227,0.11036789297658862
1116,74|66,0.5642802155504234,0.25635103926096997,0.17936874518860663
1117,74|67,0.8615512927439533,0.027522935779816515,0.1109257714762302
1118,74|68,0.5559265442404007,0.05509181969949917,0.38898163606010017
1119,74|70,0.11036789297658862,0.11036789297658862,0.7792642140468227
1120,74|71,0.05509181969949917,0.05509181969949917,0.8898163606010017
1121,74|72,0.03670745272525028,0.03670745272525028,0.9265850945494994
1122,74|79,0.11036789297658862,0.11036789297658862,0.7792642140468227
1123,74|81,0.22203672787979967,0.22203672787979967,0.5559265442404007
1124,74|85,0.05509181969949917,0.7228714524207012,0.22203672787979967
1125,74|86,0.10238645111624327,0.025404157043879907,0.8722093918398768
1126,74|87,0.03670745272525028,0.9265850945494994,0.03670745272525028
1127,74|91,0.6683417085427136,0.1658291457286432,0.1658291457286432
1128,74|95,0.6683417085427136,0.1658291457286432,0.1658291457286432
1129,74|97,0.04130162703379224,0.04130162703379224,0.9173967459324155
1130,74|105,0.1658291457286432,0.1658291457286432,0.6683417085427136
1131,74|114,0.1658291457286432,0.1658291457286432,0.6683417085427136
1132,74|115,0.1658291457286432,0.6683417085427136,0.1658291457286432
1133,74|120,0.3333333333333333,0.08270676691729323,0.5839598997493735
1134,74|129,0.08270676691729323,0.5839598997493735,0.3333333333333333
1135,75|0,0.08270676691729323,0.8345864661654135,0.08270676691729323
1136,75|2,0.05509181969949917,0.7228714524207012,0.22203672787979967
1137,75|30,0.6683417085427136,0.1658291457286432,0.1658291457286432
1138,75|31,0.6683417085427136,0.1658291457286432,0.1658291457286432
1139,75|32,0.1658291457286432,0.1658291457286432,0.6683417085427136
1140,75|33,0.1658291457286432,0.6683417085427136,0.1658291457286432
1141,75|34,0.4669338677354709,0.2665330661322645,0.2665330661322645
1142,75|35,0.02358827734095783,0.9528234453180844,0.02358827734095783
1143,75|36,0.38098641887062185,0.5954253037884203,0.02358827734095783
1144,75|37,0.9173967459324155,0.04130162703379224,0.04130162703379224
1145,75|38,0.08270676691729323,0.5839598997493735,0.3333333333333333
1146,75|39,0.6683417085427136,0.1658291457286432,0.1658291457286432
1147,75|43,0.8338338338338338,0.13313313313313313,0.03303303303303303
1148,75|44,0.6683417085427136,0.1658291457286432,0.1658291457286432
1149,75|45,0.1658291457286432,0.6683417085427136,0.1658291457286432
1150,75|51,0.6683417085427136,0.1658291457286432,0.1658291457286432
1151,75|53,0.9055793991416309,0.04721030042918455,0.04721030042918455
